"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","TIME","SURVEYOR1","SURVEYOR2","SURVEYOR3","SURVEYOR4","WINDVEL","WINDDIR","CLOUDCVR","SECCHI","SECCBOT","SCOPE","REP","QA_CERT","GLOEO","COMMENTS"
"COBBOSSEECON",5236.00,2.00,2000-10-20 0:00:00,"CW",3.00,"1120","MARTIN,JEREMY",,,,2.00,8.00,"B",3.30,"N","4","1","MA-0049",,
"COBBOSSEECON",5236.00,2.00,2001-5-4 0:00:00,"CW",3.00,"1100","MARTIN,JEREMY",,,,2.00,1.00,"B",5.85,"N","4","1","MA-0049",,
"COBBOSSEECON",5236.00,2.00,2001-5-12 0:00:00,"EI",3.00,"1340","SOUCY,CHERYL",,,,5.00,5.00,"B",5.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-5-26 0:00:00,"EI",3.00,"1245","SOUCY,CHERYL",,,,3.00,5.00,"B",4.90,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-6-8 0:00:00,"CW",3.00,"1100","MARTIN,JEREMY",,,,3.00,5.00,"B",6.85,"N","4","1","MA-0049",,
"COBBOSSEECON",5236.00,2.00,2001-6-9 0:00:00,"EI",3.00,"1120","SOUCY,CHERYL",,,,2.00,7.00,"B",6.30,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-6-24 0:00:00,"EI",3.00,"1045","SOUCY,CHERYL",,,,5.00,5.00,"O",6.20,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-7-7 0:00:00,"EI",3.00,"1210","SOUCY,CHERYL",,,,8.00,7.00,"B",5.20,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-7-10 0:00:00,"CW",3.00,"1100","MARTIN,JEREMY",,,,2.00,5.00,"O",5.20,"N","4","1","MA-0049",,
"COBBOSSEECON",5236.00,2.00,2001-7-21 0:00:00,"EI",3.00,"1055","SOUCY,CHERYL",,,,0.00,0.00,"B",5.80,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-8-5 0:00:00,"EI",3.00,"1300","SOUCY,CHERYL",,,,7.00,7.00,"B",4.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-8-14 0:00:00,"CW",3.00,"1230","MARTIN,JEREMY",,,,8.00,1.00,"C",3.55,"N","4","1","MA-0049",,
"COBBOSSEECON",5236.00,2.00,2001-8-18 0:00:00,"EI",3.00,"1000","SOUCY,CHERYL",,,,3.00,7.00,"B",3.20,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-9-2 0:00:00,"EI",3.00,"1440","SOUCY,CHERYL",,,,1.00,0.00,"B",2.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2001-9-12 0:00:00,"CW",3.00,"1400","MARTIN,JEREMY",,,,5.00,7.00,"B",2.70,"N","4","1","MA-0049",,
"COBBOSSEECON",5236.00,2.00,2001-10-2 0:00:00,"CW",3.00,"1330","MARTIN,JEREMY",,,,6.00,6.00,"B",2.60,"N","4","1","MA-0049",,
"COBBOSSEECON",5236.00,2.00,2002-5-8 0:00:00,"CW",3.00,"0945","FREDENBURG,JEFF",,,,3.00,2.00,"B",5.30,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2002-5-19 0:00:00,"EI",3.00,"1202","SOUCY,CHERYL",,,,11.00,7.00,"C",5.20,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-5-26 0:00:00,"EI",3.00,"0915","SOUCY,CHERYL",,,,1.00,5.00,"B",6.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-6-8 0:00:00,"EI",3.00,"1015","SOUCY,CHERYL",,,,4.00,7.00,"B",7.40,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-6-18 0:00:00,"CW",3.00,"1131","FREDENBURG,JEFF",,,,1.00,8.00,"C",5.30,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2002-6-23 0:00:00,"EI",3.00,"1245","SOUCY,CHERYL",,,,4.00,7.00,"O",6.00,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-7-7 0:00:00,"EI",3.00,"1015","SOUCY,CHERYL",,,,6.00,7.00,"C",6.80,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-7-21 0:00:00,"EI",3.00,"1000","SOUCY,CHERYL",,,,13.00,6.00,"B",6.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-7-24 0:00:00,"CW",3.00,"1126","FREDENBURG,JEFF",,,,8.00,4.00,"B",6.00,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2002-8-10 0:00:00,"EI",3.00,"1215","SOUCY,CHERYL",,,,0.00,0.00,"C",4.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-8-24 0:00:00,"EI",3.00,"1100","SOUCY,CHERYL",,,,2.00,5.00,"B",3.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-8-26 0:00:00,"CW",3.00,"1116","FREDENBURG,JEFF",,,,4.00,8.00,"B",3.85,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2002-9-7 0:00:00,"EI",3.00,"1055","SOUCY,CHERYL",,,,0.00,0.00,"B",4.00,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2002-9-24 0:00:00,"CW",3.00,"1110","FREDENBURG,JEFF",,,,4.00,2.00,"C",3.70,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2002-10-9 0:00:00,"CW",3.00,"1234","FREDENBURG,JEFF",,,,1.00,6.00,"C",2.70,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2002-10-24 0:00:00,"CW",3.00,"1128","FREDENBURG,JEFF",,,,1.00,7.00,"B",2.65,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2003-5-17 0:00:00,"EI",3.00,"1000","SOUCY,CHERYL",,,,1.00,5.00,"B",4.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-5-23 0:00:00,"CW",3.00,"0925","FREDENBURG,JEFF","FOLEY,ANDREW",,,4.00,2.00,"O",4.05,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2003-5-31 0:00:00,"EI",3.00,"1200","SOUCY,CHERYL",,,,1.00,5.00,"C",4.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-6-16 0:00:00,"CW",3.00,"1115","FREDENBURG,JEFF","FOLEY,ANDREW",,,2.00,2.00,"B",4.30,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2003-6-16 0:00:00,"EI",3.00,"1300","SOUCY,CHERYL",,,,0.00,0.00,"B",4.80,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-6-28 0:00:00,"EI",3.00,"1355","SOUCY,CHERYL",,,,1.00,6.00,"B",5.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-7-13 0:00:00,"EI",3.00,"1115","SOUCY,CHERYL",,,,11.00,6.00,"B",5.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-7-21 0:00:00,"CW",3.00,"1045","FREDENBURG,JEFF","FOLEY,ANDREW",,,6.00,4.00,"C",5.28,"N","4","1","FO-0730",,
"COBBOSSEECON",5236.00,2.00,2003-7-21 0:00:00,"CW",3.00,"1045","FREDENBURG,JEFF","FOLEY,ANDREW",,,6.00,4.00,"C",5.58,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2003-7-29 0:00:00,"EI",3.00,"1215","SOUCY,CHERYL",,,,3.00,7.00,"C",4.40,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-8-9 0:00:00,"EI",3.00,"1445","SOUCY,CHERYL",,,,2.00,7.00,"O",3.90,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-8-20 0:00:00,"CW",3.00,"1107","FREDENBURG,JEFF","FOLEY,ANDREW",,,2.00,6.00,,3.23,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2003-8-31 0:00:00,"EI",3.00,"0920","SOUCY,CHERYL",,,,0.00,0.00,"B",2.80,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-9-14 0:00:00,"EI",3.00,"0930","SOUCY,CHERYL",,,,3.00,7.00,"C",3.20,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-9-21 0:00:00,"EI",3.00,"1310","SOUCY,CHERYL",,,,2.00,1.00,"B",3.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2003-9-30 0:00:00,"CW",3.00,"1145","DENNIS,WENDY","FREDENBURG,JEFF",,,5.00,6.00,"B",3.12,"N","4","1","DE-0023",,
"COBBOSSEECON",5236.00,2.00,2003-10-31 0:00:00,"CW",3.00,"1150","DENNIS,WENDY","FREDENBURG,JEFF",,,9.00,5.00,"B",5.23,"N","4","1","DE-0023",,
"COBBOSSEECON",5236.00,2.00,2003-10-31 0:00:00,"CW",3.00,"1150","FREDENBURG,JEFF","DENNIS,WENDY",,,9.00,5.00,"B",5.37,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2004-5-1 0:00:00,"EI",3.00,"1020","SOUCY,CHERYL",,,,0.00,0.00,"B",5.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2004-5-15 0:00:00,"EI",3.00,"1200","SOUCY,CHERYL",,,,5.00,5.00,"B",6.80,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-5-25 0:00:00,"CW",3.00,"1325","FREDENBURG,JEFF","ELLIS,JIM",,,3.00,3.00,"O",5.79,"N","4","1","FR-0674",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-5-31 0:00:00,"EI",3.00,"0915","SOUCY,CHERYL",,,,3.00,1.00,"B",5.90,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-6-13 0:00:00,"EI",3.00,"0940","SOUCY,CHERYL",,,,1.00,7.00,"B",5.20,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-6-21 0:00:00,"CW",3.00,"1155","FREDENBURG,JEFF","ELLIS,JIM",,,3.00,6.00,"B",6.64,"N","4","1","FR-0674",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-6-27 0:00:00,"EI",3.00,"0926","SOUCY,CHERYL",,,,8.00,7.00,"B",6.00,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-7-11 0:00:00,"EI",3.00,"1030","SOUCY,CHERYL",,,,4.00,1.00,"C",5.90,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-7-21 0:00:00,"CW",3.00,"1205","FREDENBURG,JEFF","DOMINIE,REID",,,2.00,6.00,"B",5.91,"N","4","1","FR-0674",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-7-25 0:00:00,"EI",3.00,"1130","SOUCY,CHERYL",,,,6.00,1.00,"O",5.30,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-8-7 0:00:00,"EI",3.00,"1115","SOUCY,CHERYL",,,,4.00,2.00,"B",4.90,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-8-16 0:00:00,"CW",3.00,"1220","FREDENBURG,JEFF","ELLIS,JIM",,,2.00,4.00,"C",3.89,"N","4","1","FR-0674",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-8-28 0:00:00,"EI",3.00,"1045","SOUCY,CHERYL",,,,3.00,5.00,"B",3.20,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-9-12 0:00:00,"EI",3.00,"1000","SOUCY,CHERYL",,,,8.00,6.00,"B",2.60,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-9-21 0:00:00,"CW",3.00,"1147","FREDENBURG,JEFF","ELLIS,JIM",,,3.00,6.00,"C",2.95,"N","4","1","FR-0674",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2004-9-24 0:00:00,"EI",3.00,"1200","SOUCY,CHERYL",,,,3.00,6.00,"B",3.40,"N","4","1","SO-0129",,"data checked 04"
"COBBOSSEECON",5236.00,2.00,2005-5-27 0:00:00,"CW",3.00,"1210","FREDENBURG,JEFF","ELLIS,JIM",,,2.00,1.00,"O",4.48,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2005-5-28 0:00:00,"EI",3.00,"1240","SOUCY,CHERYL",,,,4.00,8.00,"C",4.40,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-6-4 0:00:00,"EI",3.00,"1030","SOUCY,CHERYL",,,,0.00,0.00,"B",4.80,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-6-23 0:00:00,"EI",3.00,"1500","SOUCY,CHERYL",,,,5.00,6.00,"B",4.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-6-28 0:00:00,"CW",3.00,"1206","FREDENBURG,JEFF","ELLIS,JIM",,,3.00,8.00,"B",5.03,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2005-7-4 0:00:00,"EI",3.00,"1000","SOUCY,CHERYL",,,,1.00,5.00,"B",5.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-7-16 0:00:00,"EI",3.00,"0915","SOUCY,CHERYL",,,,,,"B",5.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-7-25 0:00:00,"CW",3.00,"1215","FREDENBURG,JEFF","ELLIS,JIM",,,2.00,8.00,"O",4.07,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2005-7-30 0:00:00,"EI",3.00,"1115","SOUCY,CHERYL",,,,0.00,0.00,"B",3.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-8-13 0:00:00,"EI",3.00,"1045","SOUCY,CHERYL",,,,6.00,5.00,"C",2.30,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-8-22 0:00:00,"CW",3.00,"1158","FREDENBURG,JEFF","ELLIS,JIM",,,3.00,5.00,"B",2.47,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2005-9-7 0:00:00,"EI",3.00,"0940","SOUCY,CHERYL",,,,0.00,0.00,"B",2.25,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-9-23 0:00:00,"EI",3.00,"1207","SOUCY,CHERYL",,,,12.00,8.00,"C",2.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-9-28 0:00:00,"CW",3.00,"1225","FREDENBURG,JEFF","ELLIS,JIM",,,3.00,4.00,"B",2.53,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2005-10-2 0:00:00,"EI",3.00,"1345","SOUCY,CHERYL",,,,0.00,0.00,"B",2.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2005-10-24 0:00:00,"CW",3.00,"1115","FREDENBURG,JEFF",,,,2.00,8.00,"O",3.12,"N","4","1","FR-0674",,
"COBBOSSEECON",5236.00,2.00,2006-5-21 0:00:00,"EI",3.00,"1155","SOUCY,CHERYL",,,,3.00,5.00,"C",4.30,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-5-26 0:00:00,"CW",3.00,"1312","ELLIS,JIM","DENNIS,WENDY",,,3.00,5.00,"C",4.40,"N","4","2","DE-0023",,
"COBBOSSEECON",5236.00,2.00,2006-5-26 0:00:00,"CW",3.00,"1312","ELLIS,JIM","DENNIS,WENDY",,,3.00,5.00,"C",4.50,"N","4","1","DE-0023",,
"COBBOSSEECON",5236.00,2.00,2006-6-11 0:00:00,"EI",3.00,"1355","SOUCY,CHERYL",,,,4.00,1.00,"C",4.90,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-6-19 0:00:00,"CW",3.00,"1143","ELLIS,JIM","MCLEOD,ANDY",,,1.00,6.00,"B",4.47,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2006-6-26 0:00:00,"EI",3.00,"1000","SOUCY,CHERYL",,,,3.00,2.00,"C",6.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-7-8 0:00:00,"EI",3.00,"1000","SOUCY,CHERYL",,,,2.00,5.00,"B",5.40,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-7-19 0:00:00,"CW",3.00,"1141","ELLIS,JIM","MCLEOD,ANDY",,,1.00,2.00,"B",6.86,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2006-7-23 0:00:00,"EI",3.00,"1315","SOUCY,CHERYL",,,,3.00,8.00,"O",5.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-8-6 0:00:00,"EI",3.00,"1030","SOUCY,CHERYL",,,,5.00,5.00,"B",4.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-8-17 0:00:00,"CW",3.00,"1055","ELLIS,JIM","MCLEOD,ANDY",,,1.00,6.00,"B",3.59,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2006-8-19 0:00:00,"EI",3.00,"1105","SOUCY,CHERYL",,,,7.00,5.00,"C",3.25,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-9-1 0:00:00,"EI",3.00,"1015","SOUCY,CHERYL",,,,10.00,1.00,"B",2.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-9-16 0:00:00,"EI",3.00,"0930","SOUCY,CHERYL",,,,0.00,0.00,"B",2.55,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2006-9-25 0:00:00,"CW",3.00,"1055","ELLIS,JIM","VELLANI,MORIAH",,,10.00,1.00,"B",3.15,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2006-10-27 0:00:00,"CW",3.00,"1305","ELLIS,JIM","DENNIS,WENDY",,,3.00,6.00,"B",3.55,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2006-10-27 0:00:00,"CW",3.00,"1305","ELLIS,JIM","DENNIS,WENDY",,,3.00,6.00,"B",3.68,"N","4","2","DE-0023",,
"COBBOSSEECON",5236.00,2.00,2007-5-13 0:00:00,"EI",3.00,"1020","SOUCY,CHERYL",,,,11.00,1.00,"B",4.30,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-5-22 0:00:00,"CW",3.00,"1423","ELLIS,JIM","NIMS,BOB",,,2.00,1.00,"B",5.41,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2007-5-26 0:00:00,"EI",3.00,"1040","SOUCY,CHERYL",,,,4.00,1.00,"B",4.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-6-8 0:00:00,"EI",3.00,"1330","SOUCY,CHERYL",,,,8.00,5.00,"C",5.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-6-13 0:00:00,"CW",3.00,"1252","ELLIS,JIM","NIMS,BOB",,,4.00,8.00,"O",5.57,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2007-6-24 0:00:00,"EI",3.00,"0955","SOUCY,CHERYL",,,,11.00,7.00,"B",5.35,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-7-8 0:00:00,"EI",3.00,"1500","SOUCY,CHERYL",,,,3.00,7.00,"O",4.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-7-12 0:00:00,"CW",3.00,"1142","ELLIS,JIM","NIMS,BOB",,,7.00,1.00,"B",4.51,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2007-7-16 0:00:00,"EI",3.00,"1245","SOUCY,CHERYL",,,,3.00,5.00,"B",4.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-7-16 0:00:00,"EI",3.00,"1245","SOUCY,CHERYL",,,,3.00,5.00,"B",4.60,"N","4","2","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-7-22 0:00:00,"EI",3.00,"0925","SOUCY,CHERYL",,,,8.00,1.00,"B",5.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-8-4 0:00:00,"EI",3.00,"1235","SOUCY,CHERYL",,,,5.00,6.00,"B",3.90,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-8-14 0:00:00,"CW",3.00,"1119","ELLIS,JIM","NIMS,BOB",,,10.00,8.00,"B",2.79,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2007-8-19 0:00:00,"EI",3.00,"0942","SOUCY,CHERYL",,,,12.00,7.00,"B",2.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-8-29 0:00:00,"CW",3.00,"1019","ELLIS,JIM","NIMS,BOB",,,4.00,6.00,"B",2.98,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2007-9-2 0:00:00,"EI",3.00,"0950","SOUCY,CHERYL",,,,1.00,7.00,"B",3.00,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-9-21 0:00:00,"EI",3.00,"1200","SOUCY,CHERYL",,,,0.00,0.00,"B",2.50,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2007-9-26 0:00:00,"CW",3.00,"1104","ELLIS,JIM","NIMS,BOB",,,1.00,5.00,"B",2.40,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2007-10-26 0:00:00,"CW",3.00,"1520","ELLIS,JIM","DENNIS,WENDY",,,7.00,4.00,"B",4.04,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2007-10-26 0:00:00,"CW",3.00,"1520","ELLIS,JIM","DENNIS,WENDY",,,7.00,4.00,"B",4.05,"N","4","1","DE-0023",,
"COBBOSSEECON",5236.00,2.00,2008-5-25 0:00:00,"EI",3.00,"1415","SOUCY,CHERYL",,,,3.00,7.00,"B",5.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2008-5-27 0:00:00,"CW",3.00,"1127","ELLIS,JIM","DENNIS,MARK",,,7.00,5.00,"B",4.60,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2008-6-14 0:00:00,"EI",3.00,"1445","SOUCY,CHERYL",,,,3.00,7.00,"B",6.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2008-6-19 0:00:00,"CW",3.00,"1054","ELLIS,JIM","DENNIS,MARK",,,1.00,2.00,"O",6.17,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2008-7-4 0:00:00,"EI",3.00,"1340","SOUCY,CHERYL",,,,2.00,6.00,"B",4.55,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2008-7-18 0:00:00,"CW",3.00,"1114","ELLIS,JIM","DENNIS,MARK",,,0.00,0.00,"O",3.64,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2008-7-20 0:00:00,"EI",3.00,"1007","SOUCY,CHERYL",,,,0.00,0.00,"O",3.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2008-8-10 0:00:00,"EI",3.00,"1247","SOUCY,CHERYL",,,,3.00,7.00,"C",2.70,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2008-8-15 0:00:00,"CW",3.00,"1149","ELLIS,JIM","DENNIS,MARK",,,1.00,6.00,"B",2.82,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2008-9-17 0:00:00,"CW",3.00,"1325","ELLIS,JIM","DENNIS,WENDY",,,10.00,6.00,"B",2.50,"N","4","1","DE-0023",,
"COBBOSSEECON",5236.00,2.00,2008-9-17 0:00:00,"CW",3.00,"1325","ELLIS,JIM","DENNIS,WENDY",,,10.00,6.00,"B",2.60,"N","4","1","EL-2095",,
"COBBOSSEECON",5236.00,2.00,2008-10-10 0:00:00,"CW",3.00,"1124","ELLIS,JIM","BURTON,RYAN",,,9.00,6.00,"B",2.78,"N","4","1","BU-0773",,
"COBBOSSEECON",5236.00,2.00,2009-5-3 0:00:00,"EI",3.00,"0900","SOUCY,CHERYL",,,,1.00,7.00,"O",4.20,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-5-3 0:00:00,"EI",3.00,"0900","SOUCY,CHERYL",,,,1.00,7.00,"O",4.20,"N","4","2","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-5-15 0:00:00,"EI",3.00,"1242","SOUCY,CHERYL",,,,8.00,5.00,"C",4.00,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-5-26 0:00:00,"CW",3.00,"1327","BURTON,RYAN","DENNIS,MARK",,,3.00,6.00,"B",4.54,"N","4","1","DE-2261",,
"COBBOSSEECON",5236.00,2.00,2009-6-4 0:00:00,"EI",3.00,"1440","SOUCY,CHERYL",,,,4.00,5.00,"B",4.30,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-6-25 0:00:00,"CW",3.00,"1248","BURTON,RYAN","DENNIS,MARK",,,4.00,5.00,"B",4.58,"N","4","1","BU-0773",,
"COBBOSSEECON",5236.00,2.00,2009-6-27 0:00:00,"EI",3.00,"1335","SOUCY,CHERYL",,,,2.00,2.00,"C",3.80,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-7-10 0:00:00,"EI",3.00,"1130","SOUCY,CHERYL",,,,2.00,5.00,"B",4.60,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-7-20 0:00:00,"CW",3.00,,"BURTON,RYAN","DENNIS,MARK",,,,,,4.66,"N","4","1","BU-0773",,
"COBBOSSEECON",5236.00,2.00,2009-7-28 0:00:00,"EI",3.00,"1255","SOUCY,CHERYL",,,,11.00,5.00,"B",3.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-7-28 0:00:00,"EI",3.00,"1255","SOUCY,CHERYL",,,,11.00,5.00,"B",3.10,"N","4","2","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-8-9 0:00:00,"EI",3.00,"1034","SOUCY,CHERYL",,,,4.00,5.00,"B",2.10,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-8-17 0:00:00,"CW",3.00,"1241","BURTON,RYAN","DENNIS,MARK",,,2.00,5.00,"B",2.53,"N","4","1","BU-0773",,
"COBBOSSEECON",5236.00,2.00,2009-8-22 0:00:00,"EI",3.00,"0900","SOUCY,CHERYL",,,,4.00,5.00,"O",2.40,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-9-3 0:00:00,"EI",3.00,"1334","SOUCY,CHERYL",,,,7.00,5.00,"C",1.90,"N","4","1","SO-0129",,
"COBBOSSEECON",5236.00,2.00,2009-9-21 0:00:00,"CW",3.00,"1231","BURTON,RYAN","MONAGLE,BILL",,,2.00,6.00,"B",2.09,"N","4","1","BU-0773",,
"COBBOSSEECON",5236.00,2.00,2009-10-30 0:00:00,"CW",3.00,"1350","BURTON,RYAN","DENNIS,WENDY",,,10.00,6.00,"O",4.04,"N","4","1","DE-0023",,
